,id,sex,birthday,age,agegrp,acquire_kkh,acquire_kkh2,loss_kkh,loss_kkh2,vis_prob,vis_prob2,react_prob,priority,past1,past2,past3,past4,past5,qty,receipt,segment,rm
0,138255,male,1955/11/21,63,60-64,2015/8/11,2015,,,0.922774594,0.9-0.9400000000000001,0.073191335,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
1,410098,male,1952/1/2,67,65-69,2015/10/28,2015,,,0.922770437,0.9-0.9400000000000001,0.073191665,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1,B,0
2,46010,male,1950/3/19,69,65-69,2009/4/1,2009,,,0.92967309,0.9-0.9400000000000001,0.06544585,3.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
3,1970,male,1952/9/27,66,65-69,2012/9/29,2012,,,0.929308205,0.9-0.9400000000000001,0.065473892,4.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
5,37619,female,1955/2/12,64,60-64,2014/12/22,2014,,,0.912276014,0.9-0.9400000000000001,0.07402402,7.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
7,15348,male,1949/5/17,69,65-69,2005/2/24,2005,,,0.910055866,0.9-0.9400000000000001,0.074200289,9.0,1.0,1.0,1.0,0.0,0.0,3.0,0,B,0
8,369309,male,1949/6/8,69,65-69,2000/2/22,2000,,,0.916274982,0.9-0.9400000000000001,0.066478346,10.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
9,9015104,male,1953/9/13,65,60-64,2014/8/26,2014,,,0.908413164,0.9-0.9400000000000001,0.074330748,11.0,1.0,1.0,1.0,0.0,0.0,3.0,1,B,0
10,19716,female,1950/6/3,68,65-69,2008/10/1,2008,,,0.914249418,0.9-0.9400000000000001,0.066634934,12.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
11,19232,female,1949/5/26,69,65-69,2010/4/1,2010,,,0.914097964,0.9-0.9400000000000001,0.066646647,13.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
14,408962,female,1952/11/6,66,65-69,2014/8/11,2014,,,0.902315941,0.9-0.9400000000000001,0.07481523400000001,16.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
15,19798,female,1955/2/1,64,60-64,2015/4/1,2015,,,0.902283435,0.9-0.9400000000000001,0.074817818,17.0,1.0,1.0,1.0,0.0,0.0,3.0,1,C,0
17,406463,female,1951/7/4,67,65-69,2013/4/11,2013,,,0.909380476,0.9-0.9400000000000001,0.06701184,19.0,1.0,1.0,1.0,1.0,0.0,4.0,1,A,0
19,26276,female,1952/3/9,67,65-69,2014/7/1,2014,,,0.899746865,0.8500000000000001-0.8900000000000001,0.075019486,22.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
20,14727,male,1958/9/15,60,55-59,2013/10/1,2013,,,0.899466652,0.8500000000000001-0.8900000000000001,0.075041768,23.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
21,35696,female,1955/9/2,63,60-64,2011/4/12,2011,,,0.907310618,0.9-0.9400000000000001,0.067172283,24.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
22,37910,female,1949/9/16,69,65-69,2007/5/1,2007,,,0.898662355,0.8500000000000001-0.8900000000000001,0.075105728,25.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
24,20998,female,1949/4/20,69,65-69,2015/1/16,2015,,,0.898254338,0.8500000000000001-0.8900000000000001,0.075138177,27.0,1.0,1.0,1.0,0.0,0.0,3.0,1,A,0
25,24476,female,1949/11/5,69,65-69,1995/8/1,1995,,,0.905494317,0.9-0.9400000000000001,0.067313175,28.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
26,349347,male,1958/5/10,60,55-59,1958/5/10,1958,,,0.8975770590000001,0.8500000000000001-0.8900000000000001,0.075192043,29.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
27,2549,male,1952/5/11,66,65-69,2014/4/1,2014,,,0.905172893,0.9-0.9400000000000001,0.067338118,30.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
29,20043,female,1949/12/31,69,65-69,2009/7/11,2009,,,0.904191411,0.9-0.9400000000000001,0.067414302,32.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
30,8164,male,1953/8/2,65,60-64,2015/4/11,2015,,,0.895777805,0.8500000000000001-0.8900000000000001,0.075335163,33.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
31,6082,female,1952/1/27,67,65-69,2013/4/11,2013,,,0.903561322,0.9-0.9400000000000001,0.067463224,34.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
32,409656,male,1954/9/17,64,60-64,2015/4/24,2015,,,0.895640799,0.8500000000000001-0.8900000000000001,0.075346062,35.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
34,26612,female,1955/8/31,63,60-64,2013/5/11,2013,,,0.902639851,0.9-0.9400000000000001,0.067534791,37.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
35,27527,female,1953/12/3,65,60-64,2013/11/1,2013,,,0.902583588,0.9-0.9400000000000001,0.067539162,38.0,1.0,1.0,1.0,1.0,0.0,4.0,1,D,0
36,29551,male,1950/1/21,69,65-69,2007/4/1,2007,,,0.8841207259999999,0.8500000000000001-0.8900000000000001,0.085269655,39.0,1.0,1.0,1.0,0.0,1.0,4.0,0,D,0
38,21367,female,1951/1/15,68,65-69,2009/2/1,2009,,,0.8835118390000001,0.8500000000000001-0.8900000000000001,0.085317541,41.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
39,21301,male,1951/5/19,67,65-69,2013/4/11,2013,,,0.900597622,0.9-0.9400000000000001,0.06769349,42.0,1.0,1.0,1.0,1.0,0.0,4.0,0,C,0
40,401205,female,1954/4/7,64,60-64,2006/6/25,2006,,,0.900324065,0.9-0.9400000000000001,0.067714756,43.0,1.0,1.0,1.0,1.0,0.0,4.0,1,D,0
42,36445,female,1951/6/17,67,65-69,2013/7/11,2013,,,0.899663427,0.8500000000000001-0.8900000000000001,0.067766124,45.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
43,17446,male,1951/1/24,68,65-69,2008/1/1,2008,,,0.88195167,0.8500000000000001-0.8900000000000001,0.085440201,46.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
44,140442,female,1954/4/16,64,60-64,2014/4/1,2014,,,0.899084282,0.8500000000000001-0.8900000000000001,0.067811165,47.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
45,105890,male,1949/11/30,69,65-69,2011/7/12,2011,,,0.89115024,0.8500000000000001-0.8900000000000001,0.075703381,48.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
49,407886,male,1953/2/3,66,65-69,2014/4/11,2014,,,0.898450573,0.8500000000000001-0.8900000000000001,0.06786046,52.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
54,4086,female,1956/1/18,63,60-64,2006/12/16,2006,,,0.896953682,0.8500000000000001-0.8900000000000001,0.067976945,57.0,1.0,1.0,1.0,1.0,0.0,4.0,1,B,0
55,40071,female,1952/8/27,66,65-69,1999/8/13,1999,,,0.896598316,0.8500000000000001-0.8900000000000001,0.068004608,58.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
56,20726,female,1950/4/6,68,65-69,1974/3/15,1974,,,0.8875920359999999,0.8500000000000001-0.8900000000000001,0.075986617,59.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
57,302604,female,1955/7/11,63,60-64,2011/1/23,2011,,,0.8874349359999999,0.8500000000000001-0.8900000000000001,0.075999125,60.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
59,11760,female,1954/12/3,64,60-64,2013/10/1,2013,,,0.886954575,0.8500000000000001-0.8900000000000001,0.07603736900000001,62.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
61,327327,female,1954/6/13,64,60-64,2015/4/11,2015,,,0.8862736959999999,0.8500000000000001-0.8900000000000001,0.07609158,64.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
62,41182,female,1951/12/16,67,65-69,2013/1/10,2013,,,0.894000342,0.8500000000000001-0.8900000000000001,0.068206948,65.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
65,2033,female,1953/10/11,65,60-64,2005/2/24,2005,,,0.88559907,0.8500000000000001-0.8900000000000001,0.076145296,68.0,1.0,1.0,1.0,0.0,0.0,3.0,0,A,0
67,407698,male,1957/8/30,61,60-64,2015/4/1,2015,,,0.88487191,0.8500000000000001-0.8900000000000001,0.076203198,70.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
68,24944,female,1958/5/22,60,55-59,2012/4/1,2012,,,0.8747857309999999,0.8500000000000001-0.8900000000000001,0.086002795,71.0,1.0,1.0,1.0,0.0,1.0,4.0,0,C,0
70,25088,male,1952/4/3,66,65-69,2015/4/1,2015,,,0.8842629590000001,0.8500000000000001-0.8900000000000001,0.07625169,73.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
71,16602,female,1951/11/9,67,65-69,1990/4/1,1990,,,0.892106445,0.8500000000000001-0.8900000000000001,0.068354567,74.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
74,106211,female,1956/4/18,62,60-64,2014/4/1,2014,,,0.889186657,0.8500000000000001-0.8900000000000001,0.068582335,77.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
75,2536,female,1954/8/4,64,60-64,2015/7/1,2015,,,0.881246115,0.8500000000000001-0.8900000000000001,0.076491958,78.0,1.0,1.0,1.0,0.0,0.0,3.0,2,B,0
76,360677,female,1952/6/21,66,65-69,2014/4/1,2014,,,0.8890887820000001,0.8500000000000001-0.8900000000000001,0.068589974,79.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
77,2623,female,1952/10/21,66,65-69,2015/4/1,2015,,,0.881035901,0.8500000000000001-0.8900000000000001,0.076508701,80.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
78,2550,female,1956/2/1,63,60-64,2014/4/1,2014,,,0.88869903,0.8500000000000001-0.8900000000000001,0.068620396,81.0,1.0,1.0,1.0,1.0,0.0,4.0,1,D,0
79,106229,male,1954/6/13,64,60-64,2014/4/1,2014,,,0.888198334,0.8500000000000001-0.8900000000000001,0.068659483,82.0,1.0,1.0,1.0,1.0,0.0,4.0,0,A,0
81,14643,female,1952/3/24,67,65-69,2012/3/24,2012,,,0.868766017,0.8500000000000001-0.8900000000000001,0.08647434300000001,84.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
85,21302,female,1952/2/8,67,65-69,2013/4/11,2013,,,0.885275678,0.8500000000000001-0.8900000000000001,0.068887772,88.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
86,25041,male,1951/10/7,67,65-69,1978/10/8,1978,,,0.877116647,0.8500000000000001-0.8900000000000001,0.07682091,89.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
87,201483,female,1958/6/22,60,55-59,1994/11/26,1994,,,0.8671876890000001,0.8500000000000001-0.8900000000000001,0.086597811,90.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
89,53922,female,1951/6/4,67,65-69,2014/5/1,2014,,,0.876227361,0.8500000000000001-0.8900000000000001,0.07689176,92.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
91,37589,male,1952/8/25,66,65-69,2013/4/1,2013,,,0.8659812990000001,0.8500000000000001-0.8900000000000001,0.086692135,94.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
93,326001,female,1955/4/25,63,60-64,2005/2/24,2005,,,0.883471571,0.8500000000000001-0.8900000000000001,0.069028799,96.0,1.0,1.0,1.0,1.0,0.0,4.0,0,C,0
94,13,male,1952/12/9,66,65-69,1994/5/2,1994,,,0.8749771909999999,0.8500000000000001-0.8900000000000001,0.07699136599999999,97.0,1.0,1.0,1.0,0.0,0.0,3.0,0,A,0
96,28160,female,1951/12/5,67,65-69,2011/12/21,2011,,,0.8739498809999999,0.8500000000000001-0.8900000000000001,0.077073221,99.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
97,19258,female,1950/8/7,68,65-69,1990/7/23,1990,,,0.863080225,0.8500000000000001-0.8900000000000001,0.086918786,100.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
98,27473,male,1949/11/21,69,65-69,2015/1/7,2015,,,0.872395447,0.8500000000000001-0.8900000000000001,0.077197083,101.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
99,144972,male,1958/3/13,61,60-64,2004/5/9,2004,,,0.879723282,0.8500000000000001-0.8900000000000001,0.069322063,102.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
101,9650,female,1956/9/19,62,60-64,2005/9/6,2005,,,0.879090123,0.8500000000000001-0.8900000000000001,0.069371635,104.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
102,1989,female,1953/2/20,66,65-69,2014/4/11,2014,,,0.870908975,0.8500000000000001-0.8900000000000001,0.07731553599999999,105.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
103,151381,female,1952/11/10,66,65-69,2014/4/11,2014,,,0.878236081,0.8500000000000001-0.8900000000000001,0.06943851599999999,106.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
104,119438,female,1950/10/14,68,65-69,2014/4/1,2014,,,0.877974765,0.8500000000000001-0.8900000000000001,0.069458983,107.0,1.0,1.0,1.0,1.0,0.0,4.0,0,C,0
105,5962,female,1954/5/15,64,60-64,2008/8/6,2008,,,0.860271042,0.8500000000000001-0.8900000000000001,0.087138015,108.0,1.0,1.0,1.0,0.0,1.0,4.0,2,B,0
107,4882,male,1950/1/21,69,65-69,2011/4/12,2011,,,0.859417124,0.8500000000000001-0.8900000000000001,0.08720460699999999,110.0,1.0,1.0,1.0,0.0,1.0,4.0,0,D,0
109,36149,female,1954/8/26,64,60-64,2014/9/21,2014,,,0.868792138,0.8500000000000001-0.8900000000000001,0.077484231,112.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
110,336006,female,1950/11/23,68,65-69,2015/5/21,2015,,,0.868413133,0.8500000000000001-0.8900000000000001,0.07751443599999999,113.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
111,119420,male,1951/5/11,67,65-69,2014/4/1,2014,,,0.876105172,0.8500000000000001-0.8900000000000001,0.06960546599999999,114.0,1.0,1.0,1.0,1.0,0.0,4.0,1,A,0
113,20973,female,1953/11/10,65,60-64,2015/4/24,2015,,,0.868024238,0.8500000000000001-0.8900000000000001,0.077545429,116.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
114,27586,female,1950/7/15,68,65-69,2005/4/1,2005,,,0.85825692,0.8500000000000001-0.8900000000000001,0.08729504800000001,117.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
116,54145,female,1949/11/13,69,65-69,2006/4/1,2006,,,0.85771251,0.8500000000000001-0.8900000000000001,0.087337472,119.0,1.0,1.0,1.0,0.0,1.0,4.0,2,A,0
117,9073234,female,1952/10/7,66,65-69,2003/4/1,2003,,,0.853095132,0.8500000000000001-0.8900000000000001,0.0876969,121.0,1.0,1.0,1.0,0.0,1.0,4.0,2,C,0
120,3770,female,1950/6/24,68,65-69,2012/5/11,2012,,,0.869766425,0.8500000000000001-0.8900000000000001,0.07010271400000001,124.0,1.0,1.0,1.0,1.0,0.0,4.0,2,D,0
121,10257,male,1951/4/8,67,65-69,2014/5/1,2014,,,0.867415666,0.8500000000000001-0.8900000000000001,0.070287353,125.0,1.0,1.0,1.0,1.0,0.0,4.0,0,B,0
123,321568,female,1951/2/15,68,65-69,2012/4/1,2012,,,0.849011222,0.8-0.8400000000000001,0.08801421400000001,127.0,1.0,1.0,1.0,0.0,1.0,4.0,2,D,0
124,27464,male,1953/6/10,65,60-64,2016/4/1,2016,,,0.837803251,0.8-0.8400000000000001,0.098169796,128.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
125,9007321,male,1953/9/17,65,60-64,2015/4/1,2015,,,0.8560764559999999,0.8500000000000001-0.8900000000000001,0.078497682,129.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
127,38319,male,1951/6/6,67,65-69,2013/6/21,2013,,,0.863668185,0.8500000000000001-0.8900000000000001,0.07058194599999999,131.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
128,16668,male,1952/12/14,66,65-69,2015/1/1,2015,,,0.8357072720000001,0.8-0.8400000000000001,0.09831637,132.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
129,27654,female,1954/10/3,64,60-64,2016/4/1,2016,,,0.834221605,0.8-0.8400000000000001,0.098420056,133.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
130,24699,male,1950/8/4,68,65-69,2012/4/11,2012,,,0.8618969320000001,0.8500000000000001-0.8900000000000001,0.07072129099999999,134.0,1.0,1.0,1.0,1.0,0.0,4.0,2,B,0
131,14474,male,1950/12/3,68,65-69,2016/1/22,2016,,,0.8334515640000001,0.8-0.8400000000000001,0.098473729,135.0,1.0,1.0,0.0,0.0,0.0,2.0,0,B,0
132,145516,male,1949/9/28,69,65-69,2015/1/1,2015,,,0.853129975,0.8500000000000001-0.8900000000000001,0.078732514,136.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
137,126987,male,1952/7/8,66,65-69,2014/9/1,2014,,,0.8542952090000001,0.8500000000000001-0.8900000000000001,0.07132004900000001,141.0,1.0,1.0,1.0,1.0,0.0,4.0,2,A,0
138,109546,female,1953/8/27,65,60-64,2005/12/21,2005,,,0.825906411,0.8-0.8400000000000001,0.098997137,142.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
139,28453,male,1951/7/16,67,65-69,2015/6/18,2015,,,0.8259062709999999,0.8-0.8400000000000001,0.098997147,143.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
140,144402,female,1954/3/30,65,60-64,2012/4/11,2012,,,0.853329511,0.8500000000000001-0.8900000000000001,0.071396196,144.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
141,26090,female,1953/8/29,65,60-64,2016/4/1,2016,,,0.825606152,0.8-0.8400000000000001,0.099017871,145.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
143,2062,female,1949/11/4,69,65-69,2016/5/1,2016,,,0.8450770459999999,0.8-0.8400000000000001,0.07937422400000001,147.0,1.0,1.0,1.0,0.0,0.0,3.0,1,D,0
144,48840,female,1950/1/11,69,65-69,2014/10/1,2014,,,0.8249808259999999,0.8-0.8400000000000001,0.099061028,148.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
145,19599,female,1953/12/1,65,60-64,2012/4/1,2012,,,0.8249372640000001,0.8-0.8400000000000001,0.099064033,149.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
146,41747,female,1951/12/13,67,65-69,2015/4/1,2015,,,0.84451728,0.8-0.8400000000000001,0.079418823,150.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
147,28454,female,1956/2/13,63,60-64,2015/6/18,2015,,,0.82480689,0.8-0.8400000000000001,0.099073026,151.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
148,21389,male,1950/4/10,68,65-69,2014/4/1,2014,,,0.82381432,0.8-0.8400000000000001,0.099141449,152.0,1.0,1.0,0.0,0.0,0.0,2.0,0,C,0
149,3845,female,1950/9/28,68,65-69,2016/4/1,2016,,,0.8223160629999999,0.8-0.8400000000000001,0.099244577,153.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
150,27169,female,1950/9/30,68,65-69,2016/1/1,2016,,,0.821995343,0.8-0.8400000000000001,0.099266629,154.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
153,39522,female,1955/12/16,63,60-64,1992/1/1,1992,,,0.8111220570000001,0.8-0.8400000000000001,0.107853943,157.0,1.0,1.0,0.0,1.0,0.0,3.0,2,A,0
154,10406,male,1958/1/24,61,60-64,2011/4/26,2011,,,0.838718395,0.8-0.8400000000000001,0.079880755,159.0,1.0,1.0,1.0,0.0,0.0,3.0,0,D,0
155,27682,male,1962/12/24,56,55-59,2013/4/1,2013,,,0.846600626,0.8-0.8400000000000001,0.07192726099999999,160.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
156,5019,male,1951/2/3,68,65-69,2016/2/1,2016,,,0.818589765,0.8-0.8400000000000001,0.099500259,161.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
157,327315,male,1952/1/2,67,65-69,2015/4/11,2015,,,0.838114391,0.8-0.8400000000000001,0.079928859,162.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
160,21990,female,1951/5/20,67,65-69,2010/12/1,2010,,,0.8173022059999999,0.8-0.8400000000000001,0.100237362,165.0,1.0,1.0,0.0,1.0,1.0,4.0,2,C,0
161,16300,female,1957/5/2,61,60-64,2015/4/1,2015,,,0.8178017590000001,0.8-0.8400000000000001,0.09955418,166.0,1.0,1.0,0.0,0.0,0.0,2.0,1,B,0
162,311691,female,1951/5/19,67,65-69,2015/5/21,2015,,,0.817449713,0.8-0.8400000000000001,0.099578252,167.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
163,20512,female,1952/4/10,66,65-69,1979/4/8,1979,,,0.817305141,0.8-0.8400000000000001,0.099588135,168.0,1.0,1.0,0.0,0.0,0.0,2.0,1,B,0
164,18944,female,1952/8/29,66,65-69,2009/1/1,2009,,,0.826499155,0.8-0.8400000000000001,0.089752524,169.0,1.0,1.0,1.0,0.0,1.0,4.0,2,A,0
165,11942,male,1955/4/10,63,60-64,2016/8/16,2016,,,0.816246737,0.8-0.8400000000000001,0.099660431,170.0,1.0,1.0,0.0,0.0,0.0,2.0,2,A,0
166,132456,male,1954/10/2,64,60-64,2004/6/15,2004,,,0.814378712,0.8-0.8400000000000001,0.099787798,171.0,1.0,1.0,0.0,0.0,0.0,2.0,0,A,0
167,13486,male,1950/4/15,68,65-69,2012/5/1,2012,,,0.833842805,0.8-0.8400000000000001,0.080268998,172.0,1.0,1.0,1.0,0.0,0.0,3.0,2,D,0
168,9407,female,1955/8/24,63,60-64,2008/4/1,2008,,,0.814283213,0.8-0.8400000000000001,0.099794301,173.0,1.0,1.0,0.0,0.0,0.0,2.0,1,C,0
169,21484,female,1949/8/8,69,65-69,2009/4/11,2009,,,0.814095274,0.8-0.8400000000000001,0.099807098,174.0,1.0,1.0,0.0,0.0,0.0,2.0,2,D,0
170,38516,female,1950/9/21,68,65-69,2015/4/1,2015,,,0.8333822540000001,0.8-0.8400000000000001,0.080305664,175.0,1.0,1.0,1.0,0.0,0.0,3.0,0,B,0
172,25894,female,1951/7/21,67,65-69,2015/10/1,2015,,,0.813319543,0.8-0.8400000000000001,0.099859883,177.0,1.0,1.0,0.0,0.0,0.0,2.0,0,D,0
177,318284,male,1954/12/25,64,60-64,2014/4/1,2014,,,0.830016547,0.8-0.8400000000000001,0.080573573,182.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
178,408573,male,1965/10/26,53,50-54,2014/3/20,2014,,,0.8369605109999999,0.8-0.8400000000000001,0.072689478,183.0,1.0,1.0,1.0,1.0,0.0,4.0,0,A,0
179,371900,male,1949/9/18,69,65-69,2015/4/1,2015,,,0.8289267,0.8-0.8400000000000001,0.080660306,184.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
180,36493,female,1951/12/4,67,65-69,2012/3/16,2012,,,0.809400294,0.8-0.8400000000000001,0.10012578,185.0,1.0,1.0,0.0,0.0,0.0,2.0,0,C,0
182,203240,male,1970/3/4,49,45-49,2008/12/15,2008,,,0.836271029,0.8-0.8400000000000001,0.072744052,187.0,1.0,1.0,1.0,1.0,0.0,4.0,2,C,0
184,9006644,male,1971/4/11,47,45-49,2008/8/1,2008,,,0.8357313009999999,0.8-0.8400000000000001,0.072786777,189.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
186,30110,female,1953/7/22,65,60-64,2015/1/1,2015,,,0.807999048,0.8-0.8400000000000001,0.100220523,191.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
187,127423,female,1953/12/11,65,60-64,2015/9/7,2015,,,0.8077763920000001,0.8-0.8400000000000001,0.100235562,192.0,1.0,1.0,0.0,0.0,0.0,2.0,2,D,0
188,6011535,female,1952/2/5,67,65-69,2015/4/1,2015,,,0.807453985,0.8-0.8400000000000001,0.10025733,193.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
191,18596,male,1952/8/8,66,65-69,2015/7/1,2015,,,0.806470094,0.8-0.8400000000000001,0.100323705,196.0,1.0,1.0,0.0,0.0,0.0,2.0,1,A,0
192,404929,female,1953/11/8,65,60-64,2010/5/19,2010,,,0.805670935,0.8-0.8400000000000001,0.100377554,197.0,1.0,1.0,0.0,0.0,0.0,2.0,2,C,0
193,18503,male,1949/8/21,69,65-69,2015/1/1,2015,,,0.8250678290000001,0.8-0.8400000000000001,0.080967327,198.0,1.0,1.0,1.0,0.0,0.0,3.0,2,C,0
194,361839,male,1967/7/2,51,50-54,2012/9/21,2012,,,0.8329598779999999,0.8-0.8400000000000001,0.073006238,199.0,1.0,1.0,1.0,1.0,0.0,4.0,0,D,0
195,43726,female,1963/6/28,55,50-54,2005/2/24,2005,,,0.8247894440000001,0.8-0.8400000000000001,0.080989471,200.0,1.0,1.0,1.0,0.0,0.0,3.0,0,B,0
197,17332,male,1953/12/7,65,60-64,1993/7/1,1993,,,0.80392291,0.8-0.8400000000000001,0.100495145,202.0,1.0,1.0,0.0,0.0,0.0,2.0,2,B,0
198,408284,male,1953/9/5,65,60-64,2015/4/14,2015,,,0.823004568,0.8-0.8400000000000001,0.08113143099999999,203.0,1.0,1.0,1.0,0.0,0.0,3.0,1,C,0
199,404140,female,1954/4/30,64,60-64,2009/6/29,2009,,,0.8028811229999999,0.8-0.8400000000000001,0.101201962,204.0,1.0,1.0,0.0,1.0,1.0,4.0,2,A,0
200,7282,male,1949/10/11,69,65-69,2007/9/6,2007,,,0.8026032409999999,0.8-0.8400000000000001,0.10058374,205.0,1.0,1.0,0.0,0.0,0.0,2.0,0,D,0
203,46134,female,1973/9/19,45,40-44,2014/9/30,2014,,,0.8205783059999999,0.8-0.8400000000000001,0.081324354,208.0,1.0,1.0,1.0,0.0,0.0,3.0,1,B,0
204,36870,female,1954/4/5,64,60-64,2015/5/21,2015,,,0.82000898,0.8-0.8400000000000001,0.08136961599999999,209.0,1.0,1.0,1.0,0.0,0.0,3.0,1,B,0
205,29897,female,1954/9/13,64,60-64,2013/3/1,2013,,,0.799887083,0.75-0.79,0.101399856,210.0,1.0,1.0,0.0,1.0,1.0,4.0,2,D,0
208,17337,female,1952/8/27,66,65-69,2014/4/1,2014,,,0.7997892240000001,0.75-0.79,0.100772138,213.0,1.0,1.0,0.0,0.0,0.0,2.0,0,A,0
210,407743,female,1960/3/10,59,55-59,2013/5/1,2013,,,0.809424887,0.8-0.8400000000000001,0.091057202,215.0,1.0,1.0,1.0,0.0,1.0,4.0,1,B,0
211,45848,female,1969/7/26,49,45-49,2003/9/1,2003,,,0.8085645990000001,0.8-0.8400000000000001,0.091122592,216.0,1.0,1.0,1.0,0.0,1.0,4.0,1,B,0
213,2613,female,1949/11/3,69,65-69,2015/12/1,2015,,,0.7978268709999999,0.75-0.79,0.100903096,218.0,1.0,1.0,0.0,0.0,0.0,2.0,2,D,0
214,19808,male,1950/12/17,68,65-69,2011/12/1,2011,,,0.7970484409999999,0.75-0.79,0.101586709,219.0,1.0,1.0,0.0,1.0,1.0,4.0,2,C,0
216,11759,male,1951/9/10,67,65-69,2013/10/1,2013,,,0.816745788,0.8-0.8400000000000001,0.081628971,221.0,1.0,1.0,1.0,0.0,0.0,3.0,2,A,0
